frame_number,row,text
10770,2,no matches
10800,0,2 envoy.png killed 1 shotzzy.png
10800,1,no matches
10800,2,no matches
10830,0,1 kenny.png killed 2 hydra.png
10830,1,no matches
10830,2,no matches
10860,0,no matches
10860,1,no matches
10860,2,no matches
10890,0,1 kenny.png killed 2 hydra.png
10890,1,no matches
10890,2,no matches
10920,0,1 kenny.png killed 2 hydra.png
10920,1,no matches
10920,2,no matches
10950,0,1 kenny.png killed 2 hydra.png
10950,1,no matches
10950,2,no matches
10980,0,1 kenny.png killed 2 hydra.png
10980,1,no matches
10980,2,no matches
11010,0,1 kenny.png killed 2 hydra.png
11010,1,no matches
11010,2,no matches
11040,0,1 kenny.png killed 2 hydra.png
11040,1,no matches
11040,2,no matches
11070,0,2 scrap.png killed 1 kenny.png
11070,1,1 kenny.png killed 2 hydra.png
11070,2,no matches
11100,0,2 scrap.png killed 1 kenny.png
11100,1,1 kenny.png killed 2 hydra.png
11100,2,no matches
11130,0,no matches
11130,1,no matches
11130,2,no matches
11160,0,no matches
11160,1,no matches
11160,2,no matches
11190,0,1 dashy.png killed 2 ghosty.png
11190,1,1 shotzzy.png killed 2 scrap.png
11190,2,no matches
11220,0,1 dashy.png killed 2 ghosty.png
11220,1,1 shotzzy.png killed 2 scrap.png
11220,2,no matches
11250,0,1 dashy.png killed 2 ghosty.png
11250,1,1 shotzzy.png killed 2 scrap.png
11250,2,no matches
11280,0,no matches
11280,1,no matches
11280,2,no matches
11310,0,no matches
11310,1,no matches
11310,2,no matches
11340,0,no matches
11340,1,1 dashy.png killed 2 ghosty.png
11340,2,no matches
11370,0,2 envoy.png killed 1 dashy.png
11370,1,1 dashy.png killed 2 ghosty.png
11370,2,no matches
11400,0,1 pred.png killed 2 envoy.png
11400,1,2 envoy.png killed 1 dashy.png
11400,2,no matches
11430,0,1 pred.png killed 2 envoy.png
11430,1,2 envoy.png killed 1 dashy.png
11430,2,no matches
11460,0,1 pred.png killed 2 envoy.png
11460,1,2 envoy.png killed 1 dashy.png
11460,2,no matches
11490,0,1 pred.png killed 2 envoy.png
11490,1,2 envoy.png killed 1 dashy.png
11490,2,no matches
11520,0,no matches
11520,1,no matches
11520,2,no matches
11550,0,2 hydra.png killed 1 shotzzy.png
11550,1,no matches
11550,2,no matches
11580,0,2 hydra.png killed 1 shotzzy.png
11580,1,no matches
11580,2,no matches
11610,0,2 hydra.png killed 1 shotzzy.png
11610,1,1 pred.png killed 2 envoy.png
11610,2,no matches
11640,0,2 hydra.png killed 1 shotzzy.png
11640,1,1 pred.png killed 2 envoy.png
11640,2,no matches
11670,0,no matches
11670,1,no matches
11670,2,no matches
11700,0,2 hydra.png killed 1 shotzzy.png
11700,1,no matches
11700,2,no matches
11730,0,2 hydra.png killed 1 pred.png
11730,1,no matches
11730,2,no matches
11760,0,2 hydra.png killed 1 pred.png
11760,1,2 hydra.png killed 1 shotzzy.png
11760,2,no matches
11790,0,2 hydra.png killed 1 pred.png
11790,1,2 hydra.png killed 1 shotzzy.png
11790,2,no matches
11820,0,no matches
11820,1,no matches
11820,2,no matches
11850,0,1 kenny.png killed 2 hydra.png
11850,1,2 hydra.png killed 1 pred.png
11850,2,no matches
11880,0,1 kenny.png killed 2 hydra.png
11880,1,2 hydra.png killed 1 pred.png
11880,2,no matches
11910,0,1 kenny.png killed 2 hydra.png
11910,1,2 hydra.png killed 1 pred.png
11910,2,no matches
11940,0,1 kenny.png killed 2 hydra.png
11940,1,2 hydra.png killed 1 pred.png
11940,2,no matches
11970,0,no matches
11970,1,no matches
11970,2,no matches
12000,0,1 kenny.png killed 2 hydra.png
12000,1,2 hydra.png killed 1 pred.png
12000,2,no matches
12030,0,1 dashy.png killed 2 ghosty.png
12030,1,2 ghosty.png killed 1 kenny.png
12030,2,no matches
12060,0,1 dashy.png killed 2 ghosty.png
12060,1,2 ghosty.png killed 1 kenny.png
12060,2,no matches
12090,0,1 dashy.png killed 2 ghosty.png
12090,1,2 ghosty.png killed 1 kenny.png
12090,2,no matches
12120,0,no matches
12120,1,no matches
12120,2,1 kenny.png killed 2 hydra.png
12150,0,1 dashy.png killed 2 scrap.png
12150,1,1 dashy.png killed 2 ghosty.png
12150,2,no matches
12180,0,1 dashy.png killed 2 scrap.png
12180,1,1 dashy.png killed 2 ghosty.png
12180,2,no matches
12210,0,1 dashy.png killed 2 scrap.png
12210,1,1 dashy.png killed 2 ghosty.png
12210,2,no matches
12240,0,1 dashy.png killed 2 scrap.png
12240,1,1 dashy.png killed 2 ghosty.png
12240,2,no matches
12270,0,1 dashy.png killed 2 scrap.png
12270,1,1 dashy.png killed 2 ghosty.png
12270,2,no matches
12300,0,1 dashy.png killed 2 scrap.png
12300,1,1 dashy.png killed 2 ghosty.png
12300,2,no matches
12330,0,2 envoy.png killed 1 shotzzy.png
12330,1,1 dashy.png killed 2 scrap.png
12330,2,no matches
12360,0,2 envoy.png killed 1 shotzzy.png
12360,1,1 dashy.png killed 2 scrap.png
12360,2,no matches
12390,0,no matches
12390,1,no matches
12390,2,no matches
12420,0,2 envoy.png killed 1 shotzzy.png
12420,1,no matches
12420,2,no matches
12450,0,2 envoy.png killed 1 shotzzy.png
12450,1,no matches
12450,2,no matches
12480,0,no matches
12480,1,no matches
12480,2,no matches
12510,0,no matches
12510,1,no matches
12510,2,no matches
12540,0,2 envoy.png killed 1 shotzzy.png
12540,1,no matches
12540,2,no matches
12570,0,no matches
12570,1,2 envoy.png killed 1 shotzzy.png
12570,2,no matches
12600,0,1 pred.png killed 2 envoy.png
12600,1,2 envoy.png killed 1 shotzzy.png
12600,2,no matches
12630,0,1 pred.png killed 2 envoy.png
12630,1,no matches
12630,2,no matches
12660,0,no matches
12660,1,no matches
12660,2,no matches
12690,0,1 dashy.png killed 2 ghosty.png
12690,1,no matches
12690,2,no matches
12720,0,1 dashy.png killed 2 ghosty.png
12720,1,1 pred.png killed 2 envoy.png
12720,2,no matches
12750,0,1 dashy.png killed 2 ghosty.png
12750,1,1 pred.png killed 2 envoy.png
12750,2,no matches
12780,0,1 dashy.png killed 2 ghosty.png
12780,1,1 pred.png killed 2 envoy.png
12780,2,no matches
12810,0,1 dashy.png killed 2 ghosty.png
12810,1,1 pred.png killed 2 envoy.png
12810,2,no matches
12840,0,no matches
12840,1,1 pred.png killed 2 envoy.png
12840,2,no matches
12870,0,no matches
12870,1,1 dashy.png killed 2 ghosty.png
12870,2,no matches
12900,0,no matches
12900,1,no matches
12900,2,no matches
12930,0,2 hydra.png killed 1 pred.png
12930,1,no matches
12930,2,no matches
12960,0,2 hydra.png killed 1 pred.png
12960,1,2 scrap.png killed 1 kenny.png
12960,2,no matches
12990,0,2 hydra.png killed 1 pred.png
12990,1,2 scrap.png killed 1 kenny.png
12990,2,no matches
13020,0,1 dashy.png killed 2 scrap.png
13020,1,2 hydra.png killed 1 pred.png
13020,2,no matches
13050,0,1 dashy.png killed 2 scrap.png
13050,1,2 hydra.png killed 1 pred.png
13050,2,no matches
13080,0,1 dashy.png killed 2 scrap.png
13080,1,2 hydra.png killed 1 pred.png
13080,2,no matches
13110,0,1 dashy.png killed 2 scrap.png
13110,1,2 hydra.png killed 1 pred.png
13110,2,no matches
13140,0,1 dashy.png killed 2 scrap.png
13140,1,no matches
13140,2,no matches
13170,0,1 shotzzy.png killed 2 hydra.png
13170,1,no matches
13170,2,no matches
13200,0,1 shotzzy.png killed 2 hydra.png
13200,1,no matches
13200,2,no matches
13230,0,no matches
13230,1,no matches
13230,2,no matches
13260,0,no matches
13260,1,no matches
13260,2,no matches
13290,0,no matches
13290,1,2 hydra.png killed 1 dashy.png
13290,2,no matches
13320,0,no matches
13320,1,2 hydra.png killed 1 dashy.png
13320,2,no matches
13350,0,1 shotzzy.png killed 2 hydra.png
13350,1,2 hydra.png killed 1 dashy.png
13350,2,no matches
13380,0,1 shotzzy.png killed 2 envoy.png
13380,1,1 shotzzy.png killed 2 hydra.png
13380,2,no matches
13410,0,no matches
13410,1,no matches
13410,2,no matches
13440,0,1 shotzzy.png killed 2 envoy.png
13440,1,no matches
13440,2,no matches
13470,0,1 shotzzy.png killed 2 envoy.png
13470,1,1 shotzzy.png killed 2 hydra.png
13470,2,no matches
13500,0,2 ghosty.png killed 1 shotzzy.png
13500,1,no matches
13500,2,no matches
13530,0,no matches
13530,1,1 shotzzy.png killed 2 envoy.png
13530,2,no matches
13560,0,no matches
13560,1,1 shotzzy.png killed 2 envoy.png
13560,2,no matches
13590,0,2 ghosty.png killed 1 shotzzy.png
13590,1,1 shotzzy.png killed 2 envoy.png
13590,2,no matches
13620,0,2 ghosty.png killed 1 shotzzy.png
13620,1,1 shotzzy.png killed 2 envoy.png
13620,2,no matches
13650,0,2 ghosty.png killed 1 shotzzy.png
13650,1,1 shotzzy.png killed 2 envoy.png
13650,2,no matches
13680,0,no matches
13680,1,no matches
13680,2,no matches
13710,0,no matches
13710,1,no matches
13710,2,no matches
13740,0,no matches
13740,1,no matches
13740,2,no matches
13770,0,2 ghosty.png killed 1 kenny.png
13770,1,no matches
13770,2,no matches
13800,0,2 ghosty.png killed 1 kenny.png
13800,1,no matches
13800,2,no matches
13830,0,2 ghosty.png killed 1 kenny.png
13830,1,no matches
13830,2,no matches
13860,0,2 ghosty.png killed 1 kenny.png
13860,1,no matches
13860,2,no matches
13890,0,2 ghosty.png killed 1 kenny.png
13890,1,no matches
13890,2,no matches
13920,0,2 ghosty.png killed 1 kenny.png
13920,1,no matches
13920,2,no matches
13950,0,2 ghosty.png killed 1 kenny.png
13950,1,no matches
13950,2,no matches
13980,0,no matches
13980,1,no matches
13980,2,no matches
14010,0,no matches
14010,1,no matches
14010,2,no matches
14040,0,no matches
14040,1,no matches
14040,2,no matches
14070,0,no matches
14070,1,no matches
14070,2,no matches
14100,0,no matches
14100,1,no matches
14100,2,no matches
14130,0,no matches
14130,1,no matches
14130,2,no matches
14160,0,1 pred.png killed 2 scrap.png
14160,1,no matches
14160,2,no matches
14190,0,no matches
14190,1,1 pred.png killed 2 scrap.png
14190,2,no matches
14220,0,no matches
14220,1,no matches
14220,2,no matches
14250,0,no matches
14250,1,1 pred.png killed 2 scrap.png
14250,2,no matches
14280,0,no matches
14280,1,1 pred.png killed 2 scrap.png
14280,2,no matches
14310,0,no matches
14310,1,1 pred.png killed 2 scrap.png
14310,2,no matches
14340,0,no matches
14340,1,1 pred.png killed 2 scrap.png
14340,2,no matches
14370,0,no matches
14370,1,1 pred.png killed 2 scrap.png
14370,2,no matches
14400,0,no matches
14400,1,no matches
14400,2,no matches
14430,0,2 envoy.png killed 1 pred.png
14430,1,no matches
14430,2,no matches
14460,0,2 envoy.png killed 1 pred.png
14460,1,no matches
14460,2,no matches
14490,0,2 envoy.png killed 1 pred.png
14490,1,no matches
14490,2,no matches
14520,0,2 envoy.png killed 1 pred.png
14520,1,no matches
14520,2,no matches
14550,0,2 envoy.png killed 1 pred.png
14550,1,no matches
14550,2,no matches
14580,0,2 envoy.png killed 1 pred.png
14580,1,no matches
14580,2,no matches
14610,0,2 envoy.png killed 1 pred.png
14610,1,no matches
14610,2,no matches
14640,0,2 envoy.png killed 1 pred.png
14640,1,no matches
14640,2,no matches
14670,0,no matches
14670,1,no matches
14670,2,no matches
14700,0,no matches
14700,1,no matches
14700,2,no matches
14730,0,no matches
14730,1,no matches
14730,2,no matches
14760,0,no matches
14760,1,no matches
14760,2,no matches
14790,0,no matches
14790,1,no matches
14790,2,no matches
14820,0,no matches
14820,1,no matches
14820,2,no matches
14850,0,no matches
14850,1,no matches
14850,2,no matches
14880,0,no matches
14880,1,no matches
14880,2,no matches
14910,0,no matches
14910,1,no matches
14910,2,no matches
14940,0,no matches
14940,1,no matches
14940,2,no matches
14970,0,no matches
14970,1,no matches
14970,2,no matches
15000,0,no matches
15000,1,no matches
15000,2,no matches
15030,0,2 envoy.png killed 1 pred.png
15030,1,no matches
15030,2,no matches
15060,0,no matches
15060,1,no matches
15060,2,no matches
15090,0,2 envoy.png killed 1 pred.png
15090,1,no matches
15090,2,no matches
15120,0,2 hydra.png killed 1 dashy.png
15120,1,2 envoy.png killed 1 pred.png
15120,2,no matches
15150,0,no matches
15150,1,no matches
15150,2,no matches
15180,0,no matches
15180,1,2 envoy.png killed 1 pred.png
15180,2,no matches
15210,0,no matches
15210,1,no matches
15210,2,no matches
15240,0,no matches
15240,1,no matches
15240,2,no matches
15270,0,no matches
15270,1,2 hydra.png killed 1 dashy.png
15270,2,no matches
15300,0,no matches
15300,1,no matches
15300,2,no matches
15330,0,no matches
15330,1,1 shotzzy.png killed 2 ghosty.png
15330,2,no matches
15360,0,2 scrap.png killed 1 kenny.png
15360,1,no matches
15360,2,no matches
15390,0,2 scrap.png killed 1 kenny.png
15390,1,1 shotzzy.png killed 2 ghosty.png
15390,2,no matches
15420,0,no matches
15420,1,no matches
15420,2,no matches
15450,0,2 scrap.png killed 1 kenny.png
15450,1,1 shotzzy.png killed 2 ghosty.png
15450,2,no matches
15480,0,no matches
15480,1,no matches
15480,2,no matches
15510,0,2 scrap.png killed 1 kenny.png
15510,1,1 shotzzy.png killed 2 ghosty.png
15510,2,no matches
15540,0,2 scrap.png killed 1 kenny.png
15540,1,no matches
15540,2,no matches
15570,0,2 scrap.png killed 1 kenny.png
15570,1,no matches
15570,2,no matches
15600,0,no matches
15600,1,no matches
15600,2,no matches
15630,0,no matches
15630,1,no matches
15630,2,no matches
15660,0,no matches
15660,1,no matches
15660,2,no matches
15690,0,no matches
15690,1,no matches
15690,2,no matches
15720,0,no matches
15720,1,no matches
15720,2,no matches
15750,0,no matches
15750,1,no matches
15750,2,no matches
15780,0,no matches
15780,1,no matches
15780,2,no matches
15810,0,no matches
15810,1,no matches
15810,2,no matches
15840,0,no matches
15840,1,no matches
15840,2,no matches
15870,0,no matches
15870,1,no matches
15870,2,no matches
15900,0,no matches
15900,1,no matches
15900,2,no matches
15930,0,no matches
15930,1,no matches
15930,2,no matches
15960,0,2 scrap.png killed 1 kenny.png
15960,1,no matches
15960,2,no matches
15990,0,no matches
15990,1,no matches
15990,2,no matches
16020,0,1 dashy.png killed 2 envoy.png
16020,1,2 scrap.png killed 1 kenny.png
16020,2,no matches
16050,0,2 hydra.png killed 1 pred.png
16050,1,no matches
16050,2,no matches
16080,0,no matches
16080,1,no matches
16080,2,no matches
16110,0,no matches
16110,1,no matches
16110,2,no matches
16140,0,no matches
16140,1,no matches
16140,2,no matches
16170,0,1 dashy.png killed 2 ghosty.png
16170,1,no matches
16170,2,no matches
16200,0,1 dashy.png killed 2 ghosty.png
16200,1,2 hydra.png killed 1 pred.png
16200,2,no matches
16230,0,1 dashy.png killed 2 ghosty.png
16230,1,2 hydra.png killed 1 pred.png
16230,2,no matches
16260,0,1 dashy.png killed 2 ghosty.png
16260,1,2 hydra.png killed 1 pred.png
16260,2,no matches
16290,0,1 dashy.png killed 2 ghosty.png
16290,1,2 hydra.png killed 1 pred.png
16290,2,no matches
16320,0,no matches
16320,1,no matches
16320,2,no matches
16350,0,no matches
16350,1,no matches
16350,2,no matches
16380,0,2 scrap.png killed 1 shotzzy.png
16380,1,1 dashy.png killed 2 hydra.png
16380,2,no matches
16410,0,2 scrap.png killed 1 shotzzy.png
16410,1,1 dashy.png killed 2 hydra.png
16410,2,no matches
16440,0,2 scrap.png killed 1 shotzzy.png
16440,1,1 dashy.png killed 2 hydra.png
16440,2,no matches
16470,0,2 scrap.png killed 1 shotzzy.png
16470,1,1 dashy.png killed 2 hydra.png
16470,2,no matches
16500,0,no matches
16500,1,1 dashy.png killed 2 hydra.png
16500,2,no matches
16530,0,2 scrap.png killed 1 shotzzy.png
16530,1,1 dashy.png killed 2 hydra.png
16530,2,no matches
16560,0,1 kenny.png killed 2 scrap.png
16560,1,2 scrap.png killed 1 shotzzy.png
16560,2,no matches
16590,0,no matches
16590,1,2 scrap.png killed 1 shotzzy.png
16590,2,no matches
16620,0,1 kenny.png killed 2 scrap.png
16620,1,2 scrap.png killed 1 shotzzy.png
16620,2,no matches
16650,0,no matches
16650,1,2 scrap.png killed 1 shotzzy.png
16650,2,no matches
16680,0,no matches
16680,1,no matches
16680,2,no matches
16710,0,1 kenny.png killed 2 scrap.png
16710,1,no matches
16710,2,no matches
16740,0,1 pred.png killed 2 ghosty.png
16740,1,1 kenny.png killed 2 scrap.png
16740,2,no matches
16770,0,1 pred.png killed 2 ghosty.png
16770,1,1 kenny.png killed 2 scrap.png
16770,2,no matches
16800,0,1 pred.png killed 2 ghosty.png
16800,1,1 kenny.png killed 2 scrap.png
16800,2,no matches
16830,0,1 kenny.png killed 2 hydra.png
16830,1,1 pred.png killed 2 ghosty.png
16830,2,no matches
16860,0,1 kenny.png killed 2 hydra.png
16860,1,1 pred.png killed 2 ghosty.png
16860,2,no matches
16890,0,no matches
16890,1,no matches
16890,2,no matches
16920,0,no matches
16920,1,no matches
16920,2,no matches
16950,0,no matches
16950,1,no matches
16950,2,no matches
16980,0,2 envoy.png killed 1 dashy.png
16980,1,1 kenny.png killed 2 hydra.png
16980,2,no matches
17010,0,2 envoy.png killed 1 dashy.png
17010,1,1 kenny.png killed 2 hydra.png
17010,2,no matches
17040,0,2 envoy.png killed 1 dashy.png
17040,1,1 kenny.png killed 2 hydra.png
17040,2,no matches
17070,0,2 envoy.png killed 1 dashy.png
17070,1,no matches
17070,2,no matches
17100,0,2 envoy.png killed 1 dashy.png
17100,1,no matches
17100,2,no matches
17130,0,no matches
17130,1,no matches
17130,2,no matches
17160,0,2 envoy.png killed 1 dashy.png
17160,1,no matches
17160,2,no matches
17190,0,2 envoy.png killed 1 dashy.png
17190,1,no matches
17190,2,no matches
17220,0,2 envoy.png killed 1 dashy.png
17220,1,no matches
17220,2,no matches
17250,0,no matches
17250,1,no matches
17250,2,no matches
17280,0,no matches
17280,1,no matches
17280,2,no matches
17310,0,no matches
17310,1,no matches
17310,2,no matches
17340,0,no matches
17340,1,no matches
17340,2,no matches
17370,0,no matches
17370,1,no matches
17370,2,no matches
17400,0,no matches
17400,1,no matches
17400,2,no matches
17430,0,no matches
17430,1,no matches
17430,2,no matches
17460,0,no matches
17460,1,no matches
17460,2,no matches
17490,0,2 hydra.png killed 1 pred.png
17490,1,no matches
17490,2,no matches
17520,0,2 hydra.png killed 1 pred.png
17520,1,no matches
17520,2,no matches
17550,0,2 hydra.png killed 1 pred.png
17550,1,no matches
17550,2,no matches
17580,0,2 hydra.png killed 1 pred.png
17580,1,no matches
17580,2,no matches
17610,0,2 hydra.png killed 1 pred.png
17610,1,no matches
17610,2,no matches
17640,0,2 hydra.png killed 1 pred.png
17640,1,no matches
17640,2,no matches
17670,0,2 hydra.png killed 1 pred.png
17670,1,no matches
17670,2,no matches
17700,0,2 hydra.png killed 1 pred.png
17700,1,no matches
17700,2,no matches
17730,0,no matches
17730,1,no matches
17730,2,no matches
17760,0,1 shotzzy.png killed 2 scrap.png
17760,1,2 hydra.png killed 1 pred.png
17760,2,no matches
17790,0,1 shotzzy.png killed 2 scrap.png
17790,1,no matches
17790,2,no matches
17820,0,1 shotzzy.png killed 2 scrap.png
17820,1,no matches
17820,2,no matches
17850,0,no matches
17850,1,no matches
17850,2,no matches
17880,0,no matches
17880,1,no matches
17880,2,no matches
17910,0,no matches
17910,1,no matches
17910,2,no matches
17940,0,no matches
17940,1,no matches
17940,2,no matches
17970,0,no matches
17970,1,2 ghosty.png killed 1 kenny.png
17970,2,no matches
18000,0,2 hydra.png killed 1 dashy.png
18000,1,2 ghosty.png killed 1 kenny.png
18000,2,no matches
18030,0,no matches
18030,1,2 ghosty.png killed 1 kenny.png
18030,2,no matches
18060,0,2 hydra.png killed 1 dashy.png
18060,1,2 ghosty.png killed 1 kenny.png
18060,2,no matches
18090,0,2 hydra.png killed 1 dashy.png
18090,1,2 ghosty.png killed 1 kenny.png
18090,2,no matches
18120,0,2 hydra.png killed 1 dashy.png
18120,1,2 ghosty.png killed 1 kenny.png
18120,2,no matches
18150,0,2 hydra.png killed 1 dashy.png
18150,1,2 ghosty.png killed 1 kenny.png
18150,2,no matches
18180,0,2 hydra.png killed 1 dashy.png
18180,1,no matches
18180,2,no matches
18210,0,2 hydra.png killed 1 dashy.png
18210,1,no matches
18210,2,no matches
18240,0,2 hydra.png killed 1 dashy.png
18240,1,no matches
18240,2,no matches
18270,0,2 hydra.png killed 1 dashy.png
18270,1,no matches
18270,2,no matches
18300,0,no matches
18300,1,no matches
18300,2,no matches
18330,0,no matches
18330,1,no matches
18330,2,no matches
18360,0,no matches
18360,1,no matches
18360,2,no matches
18390,0,no matches
18390,1,no matches
18390,2,no matches
18420,0,no matches
18420,1,no matches
18420,2,no matches
18450,0,no matches
18450,1,no matches
18450,2,no matches
18480,0,no matches
18480,1,no matches
18480,2,no matches
18510,0,no matches
18510,1,no matches
18510,2,no matches
18540,0,no matches
18540,1,no matches
18540,2,no matches
18570,0,no matches
18570,1,no matches
18570,2,no matches
18600,0,no matches
18600,1,no matches
18600,2,no matches
18630,0,no matches
18630,1,no matches
18630,2,no matches
18660,0,no matches
18660,1,no matches
18660,2,no matches
18690,0,no matches
18690,1,no matches
18690,2,no matches
18720,0,no matches
18720,1,no matches
18720,2,no matches
18750,0,no matches
18750,1,no matches
18750,2,no matches
18780,0,1 shotzzy.png killed 2 scrap.png
18780,1,no matches
18780,2,no matches
18810,0,1 pred.png killed 2 hydra.png
18810,1,no matches
18810,2,no matches
18840,0,1 pred.png killed 2 hydra.png
18840,1,no matches
18840,2,no matches
18870,0,no matches
18870,1,no matches
18870,2,no matches
18900,0,no matches
18900,1,no matches
18900,2,no matches
18930,0,no matches
18930,1,no matches
18930,2,no matches
18960,0,no matches
18960,1,no matches
18960,2,no matches
18990,0,1 shotzzy.png killed 2 ghosty.png
18990,1,2 ghosty.png killed 1 dashy.png
18990,2,no matches
19020,0,no matches
19020,1,no matches
19020,2,no matches
19050,0,no matches
19050,1,no matches
19050,2,no matches
19080,0,no matches
19080,1,no matches
19080,2,no matches
19110,0,no matches
19110,1,1 shotzzy.png killed 2 ghosty.png
19110,2,no matches
19140,0,2 envoy.png killed 1 kenny.png
19140,1,1 shotzzy.png killed 2 ghosty.png
19140,2,no matches
19170,0,2 envoy.png killed 1 kenny.png
19170,1,1 shotzzy.png killed 2 ghosty.png
19170,2,no matches
19200,0,no matches
19200,1,no matches
19200,2,no matches
19230,0,2 envoy.png killed 1 kenny.png
19230,1,1 shotzzy.png killed 2 ghosty.png
19230,2,no matches
19260,0,no matches
19260,1,no matches
19260,2,no matches
19290,0,no matches
19290,1,no matches
19290,2,no matches
19320,0,2 envoy.png killed 1 pred.png
19320,1,no matches
19320,2,no matches
19350,0,2 envoy.png killed 1 pred.png
19350,1,2 envoy.png killed 1 kenny.png
19350,2,no matches
19380,0,2 envoy.png killed 1 pred.png
19380,1,no matches
19380,2,no matches
19410,0,2 envoy.png killed 1 pred.png
19410,1,no matches
19410,2,no matches
19440,0,no matches
19440,1,2 envoy.png killed 1 pred.png
19440,2,no matches
19470,0,no matches
19470,1,2 envoy.png killed 1 pred.png
19470,2,no matches
19500,0,no matches
19500,1,no matches
19500,2,no matches
19530,0,no matches
19530,1,no matches
19530,2,no matches
19560,0,no matches
19560,1,no matches
19560,2,no matches
19590,0,no matches
19590,1,no matches
19590,2,no matches
19620,0,no matches
19620,1,no matches
19620,2,no matches
19650,0,no matches
19650,1,no matches
19650,2,no matches
19680,0,no matches
19680,1,no matches
19680,2,no matches
19710,0,no matches
19710,1,no matches
19710,2,no matches
19740,0,no matches
19740,1,no matches
19740,2,no matches
19770,0,no matches
19770,1,no matches
19770,2,no matches
19800,0,no matches
19800,1,no matches
19800,2,no matches
19830,0,no matches
19830,1,no matches
19830,2,no matches
19860,0,no matches
19860,1,no matches
19860,2,no matches
19890,0,no matches
19890,1,no matches
19890,2,no matches
19920,0,no matches
19920,1,no matches
19920,2,no matches
19950,0,no matches
19950,1,no matches
19950,2,no matches
19980,0,no matches
19980,1,no matches
19980,2,no matches
20010,0,no matches
20010,1,no matches
20010,2,no matches
20040,0,no matches
20040,1,no matches
20040,2,no matches
20070,0,no matches
20070,1,no matches
20070,2,no matches
20100,0,no matches
20100,1,no matches
20100,2,no matches
20130,0,2 ghosty.png killed 1 shotzzy.png
20130,1,no matches
20130,2,no matches
20160,0,no matches
20160,1,no matches
20160,2,no matches
20190,0,no matches
20190,1,no matches
20190,2,no matches
20220,0,2 ghosty.png killed 1 shotzzy.png
20220,1,no matches
20220,2,no matches
20250,0,2 ghosty.png killed 1 shotzzy.png
20250,1,no matches
20250,2,no matches
20280,0,2 ghosty.png killed 1 shotzzy.png
20280,1,no matches
20280,2,no matches
20310,0,no matches
20310,1,no matches
20310,2,no matches
20340,0,no matches
20340,1,no matches
20340,2,no matches
20370,0,no matches
20370,1,no matches
20370,2,no matches
20400,0,no matches
20400,1,no matches
20400,2,no matches
20430,0,no matches
20430,1,no matches
20430,2,no matches
20460,0,no matches
20460,1,no matches
20460,2,no matches
20490,0,no matches
20490,1,no matches
20490,2,no matches
20520,0,1 pred.png killed 2 scrap.png
20520,1,1 pred.png killed 2 hydra.png
20520,2,no matches
20550,0,no matches
20550,1,no matches
20550,2,no matches
20580,0,1 dashy.png killed 2 ghosty.png
20580,1,1 pred.png killed 2 scrap.png
20580,2,no matches
20610,0,no matches
20610,1,no matches
20610,2,no matches
20640,0,no matches
20640,1,no matches
20640,2,no matches
20670,0,2 envoy.png killed 1 pred.png
20670,1,1 dashy.png killed 2 ghosty.png
20670,2,1 pred.png killed 2 scrap.png
20700,0,no matches
20700,1,no matches
20700,2,no matches
20730,0,no matches
20730,1,no matches
20730,2,no matches
