frame_number,row,text
20760,0,2 envoy.png killed 1 pred.png
20760,1,1 dashy.png killed 2 ghosty.png
20760,2,no matches
20790,0,no matches
20790,1,no matches
20790,2,no matches
20820,0,no matches
20820,1,no matches
20820,2,no matches
20850,0,no matches
20850,1,1 kenny.png killed 2 envoy.png
20850,2,no matches
20880,0,no matches
20880,1,no matches
20880,2,no matches
20910,0,no matches
20910,1,no matches
20910,2,no matches
20940,0,no matches
20940,1,no matches
20940,2,no matches
20970,0,no matches
20970,1,no matches
20970,2,no matches
21000,0,no matches
21000,1,no matches
21000,2,no matches
21030,0,no matches
21030,1,no matches
21030,2,no matches
21060,0,no matches
21060,1,no matches
21060,2,no matches
21090,0,no matches
21090,1,no matches
21090,2,no matches
21120,0,no matches
21120,1,no matches
21120,2,no matches
21150,0,no matches
21150,1,no matches
21150,2,no matches
21180,0,no matches
21180,1,no matches
21180,2,no matches
21210,0,no matches
21210,1,no matches
21210,2,no matches
21240,0,no matches
21240,1,no matches
21240,2,no matches
21270,0,1 shotzzy.png killed 2 scrap.png
21270,1,no matches
21270,2,no matches
21300,0,no matches
21300,1,no matches
21300,2,no matches
21330,0,1 shotzzy.png killed 2 scrap.png
21330,1,no matches
21330,2,no matches
21360,0,1 shotzzy.png killed 2 scrap.png
21360,1,no matches
21360,2,no matches
21390,0,no matches
21390,1,no matches
21390,2,no matches
21420,0,1 shotzzy.png killed 2 ghosty.png
21420,1,no matches
21420,2,no matches
21450,0,1 shotzzy.png killed 2 ghosty.png
21450,1,no matches
21450,2,no matches
21480,0,no matches
21480,1,no matches
21480,2,no matches
21510,0,no matches
21510,1,no matches
21510,2,no matches
21540,0,no matches
21540,1,no matches
21540,2,no matches
21570,0,no matches
21570,1,no matches
21570,2,no matches
21600,0,2 hydra.png killed 1 pred.png
21600,1,2 hydra.png killed 1 dashy.png
21600,2,no matches
21630,0,no matches
21630,1,no matches
21630,2,no matches
21660,0,2 hydra.png killed 1 pred.png
21660,1,no matches
21660,2,no matches
21690,0,2 hydra.png killed 1 pred.png
21690,1,2 hydra.png killed 1 dashy.png
21690,2,no matches
21720,0,2 hydra.png killed 1 kenny.png
21720,1,no matches
21720,2,no matches
21750,0,no matches
21750,1,no matches
21750,2,no matches
21780,0,2 hydra.png killed 1 kenny.png
21780,1,no matches
21780,2,no matches
21810,0,no matches
21810,1,2 hydra.png killed 1 pred.png
21810,2,no matches
21840,0,2 hydra.png killed 1 kenny.png
21840,1,no matches
21840,2,no matches
21870,0,no matches
21870,1,no matches
21870,2,no matches
21900,0,no matches
21900,1,no matches
21900,2,no matches
21930,0,no matches
21930,1,no matches
21930,2,no matches
21960,0,no matches
21960,1,no matches
21960,2,no matches
21990,0,no matches
21990,1,no matches
21990,2,no matches
22020,0,no matches
22020,1,no matches
22020,2,no matches
22050,0,no matches
22050,1,no matches
22050,2,no matches
22080,0,no matches
22080,1,no matches
22080,2,no matches
22110,0,no matches
22110,1,no matches
22110,2,no matches
22140,0,no matches
22140,1,no matches
22140,2,no matches
22170,0,no matches
22170,1,no matches
22170,2,no matches
22200,0,no matches
22200,1,no matches
22200,2,no matches
22230,0,no matches
22230,1,no matches
22230,2,no matches
22260,0,no matches
22260,1,no matches
22260,2,no matches
22290,0,no matches
22290,1,no matches
22290,2,no matches
22320,0,no matches
22320,1,no matches
22320,2,no matches
22350,0,2 envoy.png killed 1 shotzzy.png
22350,1,no matches
22350,2,no matches
22380,0,no matches
22380,1,no matches
22380,2,no matches
22410,0,2 envoy.png killed 1 shotzzy.png
22410,1,no matches
22410,2,no matches
22440,0,2 envoy.png killed 1 shotzzy.png
22440,1,no matches
22440,2,no matches
22470,0,2 envoy.png killed 1 shotzzy.png
22470,1,no matches
22470,2,no matches
22500,0,2 envoy.png killed 1 shotzzy.png
22500,1,no matches
22500,2,no matches
22530,0,no matches
22530,1,no matches
22530,2,no matches
22560,0,no matches
22560,1,no matches
22560,2,no matches
22590,0,no matches
22590,1,no matches
22590,2,no matches
22620,0,no matches
22620,1,no matches
22620,2,no matches
22650,0,no matches
22650,1,no matches
22650,2,no matches
22680,0,2 ghosty.png killed 1 pred.png
22680,1,no matches
22680,2,no matches
22710,0,no matches
22710,1,no matches
22710,2,no matches
22740,0,no matches
22740,1,2 ghosty.png killed 1 pred.png
22740,2,no matches
22770,0,no matches
22770,1,no matches
22770,2,no matches
22800,0,no matches
22800,1,no matches
22800,2,no matches
22830,0,2 scrap.png killed 1 kenny.png
22830,1,2 ghosty.png killed 1 pred.png
22830,2,no matches
22860,0,1 shotzzy.png killed 2 ghosty.png
22860,1,2 scrap.png killed 1 kenny.png
22860,2,no matches
22890,0,no matches
22890,1,2 scrap.png killed 1 kenny.png
22890,2,no matches
22920,0,1 shotzzy.png killed 2 ghosty.png
22920,1,2 scrap.png killed 1 kenny.png
22920,2,no matches
22950,0,1 shotzzy.png killed 2 ghosty.png
22950,1,no matches
22950,2,no matches
22980,0,no matches
22980,1,no matches
22980,2,no matches
23010,0,1 shotzzy.png killed 2 ghosty.png
23010,1,2 scrap.png killed 1 kenny.png
23010,2,no matches
23040,0,1 shotzzy.png killed 2 ghosty.png
23040,1,no matches
23040,2,no matches
23070,0,1 shotzzy.png killed 2 ghosty.png
23070,1,no matches
23070,2,no matches
23100,0,no matches
23100,1,no matches
23100,2,no matches
23130,0,1 shotzzy.png killed 2 envoy.png
23130,1,no matches
23130,2,no matches
23160,0,no matches
23160,1,no matches
23160,2,no matches
23190,0,2 scrap.png killed 1 shotzzy.png
23190,1,1 shotzzy.png killed 2 envoy.png
23190,2,no matches
23220,0,2 scrap.png killed 1 shotzzy.png
23220,1,no matches
23220,2,no matches
23250,0,2 scrap.png killed 1 shotzzy.png
23250,1,no matches
23250,2,no matches
23280,0,2 scrap.png killed 1 shotzzy.png
23280,1,1 shotzzy.png killed 2 envoy.png
23280,2,no matches
23310,0,2 scrap.png killed 1 shotzzy.png
23310,1,1 shotzzy.png killed 2 envoy.png
23310,2,no matches
23340,0,2 scrap.png killed 1 shotzzy.png
23340,1,1 shotzzy.png killed 2 envoy.png
23340,2,no matches
23370,0,no matches
23370,1,no matches
23370,2,no matches
23400,0,no matches
23400,1,no matches
23400,2,no matches
23430,0,1 dashy.png killed 2 ghosty.png
23430,1,no matches
23430,2,no matches
23460,0,1 dashy.png killed 2 ghosty.png
23460,1,2 scrap.png killed 1 shotzzy.png
23460,2,no matches
23490,0,1 dashy.png killed 2 ghosty.png
23490,1,no matches
23490,2,no matches
23520,0,no matches
23520,1,no matches
23520,2,no matches
23550,0,no matches
23550,1,no matches
23550,2,no matches
23580,0,no matches
23580,1,no matches
23580,2,no matches
23610,0,no matches
23610,1,1 dashy.png killed 2 ghosty.png
23610,2,no matches
23640,0,2 hydra.png killed 1 pred.png
23640,1,no matches
23640,2,no matches
23670,0,2 hydra.png killed 1 pred.png
23670,1,2 hydra.png killed 1 kenny.png
23670,2,no matches
23700,0,2 hydra.png killed 1 pred.png
23700,1,2 hydra.png killed 1 kenny.png
23700,2,no matches
23730,0,2 hydra.png killed 1 pred.png
23730,1,2 hydra.png killed 1 kenny.png
23730,2,no matches
23760,0,2 hydra.png killed 1 pred.png
23760,1,2 hydra.png killed 1 kenny.png
23760,2,no matches
23790,0,2 hydra.png killed 1 pred.png
23790,1,2 hydra.png killed 1 kenny.png
23790,2,no matches
23820,0,2 hydra.png killed 1 pred.png
23820,1,2 hydra.png killed 1 kenny.png
23820,2,no matches
23850,0,2 hydra.png killed 1 pred.png
23850,1,no matches
23850,2,no matches
23880,0,2 hydra.png killed 1 pred.png
23880,1,no matches
23880,2,no matches
23910,0,no matches
23910,1,no matches
23910,2,no matches
23940,0,1 shotzzy.png killed 2 scrap.png
23940,1,no matches
23940,2,no matches
23970,0,1 shotzzy.png killed 2 scrap.png
23970,1,no matches
23970,2,no matches
24000,0,1 shotzzy.png killed 2 scrap.png
24000,1,no matches
24000,2,no matches
24030,0,no matches
24030,1,no matches
24030,2,no matches
24060,0,1 shotzzy.png killed 2 scrap.png
24060,1,no matches
24060,2,no matches
24090,0,1 shotzzy.png killed 2 scrap.png
24090,1,no matches
24090,2,no matches
24120,0,no matches
24120,1,no matches
24120,2,no matches
24150,0,1 shotzzy.png killed 2 scrap.png
24150,1,no matches
24150,2,no matches
24180,0,1 shotzzy.png killed 2 scrap.png
24180,1,no matches
24180,2,no matches
24210,0,no matches
24210,1,no matches
24210,2,no matches
24240,0,no matches
24240,1,no matches
24240,2,no matches
24270,0,no matches
24270,1,no matches
24270,2,no matches
24300,0,2 ghosty.png killed 1 dashy.png
24300,1,no matches
24300,2,no matches
24330,0,no matches
24330,1,no matches
24330,2,no matches
24360,0,no matches
24360,1,no matches
24360,2,no matches
24390,0,no matches
24390,1,no matches
24390,2,no matches
24420,0,no matches
24420,1,no matches
24420,2,no matches
24450,0,1 pred.png killed 2 envoy.png
24450,1,2 ghosty.png killed 1 dashy.png
24450,2,no matches
24480,0,no matches
24480,1,2 ghosty.png killed 1 pred.png
24480,2,no matches
24510,0,no matches
24510,1,1 kenny.png killed 2 ghosty.png
24510,2,no matches
24540,0,2 hydra.png killed 1 kenny.png
24540,1,1 kenny.png killed 2 ghosty.png
24540,2,no matches
24570,0,no matches
24570,1,2 hydra.png killed 1 kenny.png
24570,2,no matches
24600,0,1 shotzzy.png killed 2 hydra.png
24600,1,2 hydra.png killed 1 kenny.png
24600,2,no matches
24630,0,no matches
24630,1,2 hydra.png killed 1 kenny.png
24630,2,no matches
24660,0,no matches
24660,1,no matches
24660,2,no matches
24690,0,no matches
24690,1,no matches
24690,2,no matches
24720,0,no matches
24720,1,no matches
24720,2,no matches
24750,0,2 scrap.png killed 1 shotzzy.png
24750,1,1 shotzzy.png killed 2 hydra.png
24750,2,no matches
24780,0,no matches
24780,1,1 shotzzy.png killed 2 hydra.png
24780,2,no matches
24810,0,no matches
24810,1,no matches
24810,2,no matches
24840,0,no matches
24840,1,no matches
24840,2,no matches
24870,0,2 scrap.png killed 1 shotzzy.png
24870,1,no matches
24870,2,no matches
24900,0,2 scrap.png killed 1 shotzzy.png
24900,1,no matches
24900,2,no matches
24930,0,2 scrap.png killed 1 shotzzy.png
24930,1,no matches
24930,2,no matches
24960,0,1 dashy.png killed 2 scrap.png
24960,1,2 scrap.png killed 1 shotzzy.png
24960,2,no matches
24990,0,1 dashy.png killed 2 scrap.png
24990,1,2 scrap.png killed 1 shotzzy.png
24990,2,no matches
25020,0,no matches
25020,1,no matches
25020,2,no matches
25050,0,no matches
25050,1,no matches
25050,2,no matches
25080,0,1 dashy.png killed 2 scrap.png
25080,1,no matches
25080,2,no matches
25110,0,no matches
25110,1,no matches
25110,2,no matches
25140,0,no matches
25140,1,no matches
25140,2,no matches
25170,0,1 dashy.png killed 2 scrap.png
25170,1,no matches
25170,2,no matches
25200,0,1 dashy.png killed 2 scrap.png
25200,1,no matches
25200,2,no matches
25230,0,no matches
25230,1,no matches
25230,2,no matches
25260,0,no matches
25260,1,no matches
25260,2,no matches
25290,0,no matches
25290,1,no matches
25290,2,no matches
25320,0,no matches
25320,1,no matches
25320,2,no matches
25350,0,no matches
25350,1,no matches
25350,2,no matches
25380,0,no matches
25380,1,no matches
25380,2,no matches
25410,0,no matches
25410,1,no matches
25410,2,no matches
25440,0,no matches
25440,1,no matches
25440,2,no matches
25470,0,no matches
25470,1,no matches
25470,2,no matches
25500,0,no matches
25500,1,no matches
25500,2,no matches
25530,0,no matches
25530,1,no matches
25530,2,no matches
25560,0,no matches
25560,1,no matches
25560,2,no matches
25590,0,no matches
25590,1,no matches
25590,2,no matches
25620,0,no matches
25620,1,no matches
25620,2,no matches
25650,0,no matches
25650,1,no matches
25650,2,no matches
25680,0,no matches
25680,1,no matches
25680,2,no matches
25710,0,no matches
25710,1,no matches
25710,2,no matches
25740,0,no matches
25740,1,no matches
25740,2,no matches
25770,0,no matches
25770,1,no matches
25770,2,no matches
25800,0,no matches
25800,1,no matches
25800,2,no matches
25830,0,no matches
25830,1,no matches
25830,2,no matches
25860,0,no matches
25860,1,no matches
25860,2,no matches
25890,0,no matches
25890,1,1 kenny.png killed 2 scrap.png
25890,2,no matches
25920,0,no matches
25920,1,1 kenny.png killed 2 scrap.png
25920,2,no matches
25950,0,2 hydra.png killed 1 dashy.png
25950,1,1 kenny.png killed 2 scrap.png
25950,2,no matches
25980,0,2 hydra.png killed 1 dashy.png
25980,1,1 kenny.png killed 2 scrap.png
25980,2,no matches
26010,0,2 hydra.png killed 1 dashy.png
26010,1,1 kenny.png killed 2 scrap.png
26010,2,no matches
26040,0,2 hydra.png killed 1 dashy.png
26040,1,1 kenny.png killed 2 scrap.png
26040,2,no matches
26070,0,no matches
26070,1,1 kenny.png killed 2 scrap.png
26070,2,no matches
26100,0,no matches
26100,1,no matches
26100,2,no matches
26130,0,no matches
26130,1,1 pred.png killed 2 hydra.png
26130,2,no matches
26160,0,2 ghosty.png killed 1 kenny.png
26160,1,1 pred.png killed 2 hydra.png
26160,2,no matches
26190,0,2 ghosty.png killed 1 kenny.png
26190,1,1 pred.png killed 2 hydra.png
26190,2,no matches
26220,0,2 ghosty.png killed 1 kenny.png
26220,1,1 pred.png killed 2 hydra.png
26220,2,no matches
26250,0,no matches
26250,1,1 pred.png killed 2 hydra.png
26250,2,no matches
26280,0,2 envoy.png killed 1 pred.png
26280,1,2 ghosty.png killed 1 kenny.png
26280,2,no matches
26310,0,no matches
26310,1,no matches
26310,2,no matches
26340,0,2 envoy.png killed 1 pred.png
26340,1,no matches
26340,2,no matches
26370,0,2 envoy.png killed 1 shotzzy.png
26370,1,no matches
26370,2,no matches
26400,0,no matches
26400,1,2 envoy.png killed 1 pred.png
26400,2,no matches
26430,0,no matches
26430,1,2 envoy.png killed 1 pred.png
26430,2,no matches
26460,0,2 envoy.png killed 1 shotzzy.png
26460,1,2 envoy.png killed 1 pred.png
26460,2,no matches
26490,0,no matches
26490,1,2 envoy.png killed 1 pred.png
26490,2,no matches
26520,0,no matches
26520,1,2 envoy.png killed 1 pred.png
26520,2,no matches
26550,0,no matches
26550,1,no matches
26550,2,no matches
26580,0,no matches
26580,1,no matches
26580,2,no matches
26610,0,2 ghosty.png killed 1 dashy.png
26610,1,2 envoy.png killed 1 shotzzy.png
26610,2,no matches
26640,0,2 ghosty.png killed 1 dashy.png
26640,1,2 envoy.png killed 1 shotzzy.png
26640,2,no matches
26670,0,2 ghosty.png killed 1 dashy.png
26670,1,no matches
26670,2,no matches
26700,0,2 ghosty.png killed 1 dashy.png
26700,1,no matches
26700,2,no matches
26730,0,2 ghosty.png killed 1 dashy.png
26730,1,no matches
26730,2,no matches
26760,0,2 ghosty.png killed 1 dashy.png
26760,1,no matches
26760,2,no matches
26790,0,no matches
26790,1,no matches
26790,2,no matches
26820,0,2 ghosty.png killed 1 dashy.png
26820,1,no matches
26820,2,no matches
26850,0,2 ghosty.png killed 1 dashy.png
26850,1,no matches
26850,2,no matches
26880,0,2 ghosty.png killed 1 dashy.png
26880,1,no matches
26880,2,no matches
26910,0,2 hydra.png killed 1 pred.png
26910,1,no matches
26910,2,no matches
26940,0,2 hydra.png killed 1 pred.png
26940,1,no matches
26940,2,no matches
26970,0,2 hydra.png killed 1 pred.png
26970,1,no matches
26970,2,no matches
27000,0,2 hydra.png killed 1 pred.png
27000,1,no matches
27000,2,no matches
27030,0,no matches
27030,1,no matches
27030,2,no matches
27060,0,2 envoy.png killed 1 kenny.png
27060,1,2 hydra.png killed 1 pred.png
27060,2,no matches
27090,0,2 envoy.png killed 1 kenny.png
27090,1,2 hydra.png killed 1 pred.png
27090,2,no matches
27120,0,no matches
27120,1,2 hydra.png killed 1 pred.png
27120,2,no matches
27150,0,2 envoy.png killed 1 kenny.png
27150,1,2 hydra.png killed 1 pred.png
27150,2,no matches
27180,0,2 envoy.png killed 1 kenny.png
27180,1,2 hydra.png killed 1 pred.png
27180,2,no matches
27210,0,2 envoy.png killed 1 kenny.png
27210,1,no matches
27210,2,no matches
27240,0,no matches
27240,1,2 envoy.png killed 1 kenny.png
27240,2,no matches
27270,0,no matches
27270,1,no matches
27270,2,no matches
27300,0,1 shotzzy.png killed 2 hydra.png
27300,1,2 envoy.png killed 1 kenny.png
27300,2,no matches
27330,0,1 shotzzy.png killed 2 hydra.png
27330,1,no matches
27330,2,no matches
27360,0,1 shotzzy.png killed 2 hydra.png
27360,1,no matches
27360,2,no matches
27390,0,no matches
27390,1,no matches
27390,2,no matches
27420,0,no matches
27420,1,no matches
27420,2,no matches
27450,0,1 shotzzy.png killed 2 hydra.png
27450,1,no matches
27450,2,no matches
27480,0,no matches
27480,1,no matches
27480,2,no matches
27510,0,1 shotzzy.png killed 2 hydra.png
27510,1,no matches
27510,2,no matches
27540,0,no matches
27540,1,no matches
27540,2,no matches
27570,0,no matches
27570,1,no matches
27570,2,no matches
27600,0,no matches
27600,1,no matches
27600,2,no matches
27630,0,no matches
27630,1,no matches
27630,2,no matches
27660,0,no matches
27660,1,no matches
27660,2,no matches
27690,0,no matches
27690,1,no matches
27690,2,no matches
27720,0,no matches
27720,1,no matches
27720,2,no matches
27750,0,1 dashy.png killed 2 envoy.png
27750,1,no matches
27750,2,no matches
27780,0,no matches
27780,1,no matches
27780,2,no matches
27810,0,1 dashy.png killed 2 envoy.png
27810,1,no matches
27810,2,no matches
27840,0,1 dashy.png killed 2 envoy.png
27840,1,no matches
27840,2,no matches
27870,0,1 dashy.png killed 2 envoy.png
27870,1,no matches
27870,2,no matches
27900,0,1 dashy.png killed 2 envoy.png
27900,1,no matches
27900,2,no matches
27930,0,2 scrap.png killed 1 shotzzy.png
27930,1,2 ghosty.png killed 1 kenny.png
27930,2,no matches
27960,0,1 pred.png killed 2 scrap.png
27960,1,no matches
27960,2,no matches
27990,0,1 pred.png killed 2 ghosty.png
27990,1,2 scrap.png killed 1 shotzzy.png
27990,2,no matches
28020,0,2 scrap.png killed 1 pred.png
28020,1,no matches
28020,2,no matches
28050,0,1 pred.png killed 2 ghosty.png
28050,1,2 scrap.png killed 1 shotzzy.png
28050,2,no matches
28080,0,no matches
28080,1,no matches
28080,2,no matches
28110,0,2 hydra.png killed 1 pred.png
28110,1,1 dashy.png killed 2 scrap.png
28110,2,no matches
28140,0,2 hydra.png killed 1 pred.png
28140,1,1 dashy.png killed 2 scrap.png
28140,2,no matches
28170,0,2 hydra.png killed 1 pred.png
28170,1,1 dashy.png killed 2 scrap.png
28170,2,no matches
28200,0,no matches
28200,1,no matches
28200,2,no matches
28230,0,2 hydra.png killed 1 dashy.png
28230,1,2 hydra.png killed 1 pred.png
28230,2,no matches
28260,0,no matches
28260,1,2 hydra.png killed 1 pred.png
28260,2,no matches
28290,0,no matches
28290,1,no matches
28290,2,no matches
28320,0,no matches
28320,1,2 hydra.png killed 1 pred.png
28320,2,no matches
28350,0,2 hydra.png killed 1 dashy.png
28350,1,2 hydra.png killed 1 pred.png
28350,2,no matches
28380,0,no matches
28380,1,no matches
28380,2,no matches
28410,0,2 hydra.png killed 1 dashy.png
28410,1,no matches
28410,2,no matches
28440,0,2 hydra.png killed 1 dashy.png
28440,1,no matches
28440,2,no matches
28470,0,2 hydra.png killed 1 dashy.png
28470,1,no matches
28470,2,no matches
28500,0,2 hydra.png killed 1 dashy.png
28500,1,no matches
28500,2,no matches
28530,0,no matches
28530,1,no matches
28530,2,no matches
28560,0,no matches
28560,1,no matches
28560,2,no matches
28590,0,no matches
28590,1,no matches
28590,2,no matches
28620,0,no matches
28620,1,no matches
28620,2,no matches
28650,0,no matches
28650,1,no matches
28650,2,no matches
28680,0,no matches
28680,1,no matches
28680,2,no matches
28710,0,no matches
28710,1,no matches
28710,2,no matches
28740,0,no matches
28740,1,no matches
28740,2,no matches
28770,0,no matches
28770,1,no matches
28770,2,no matches
28800,0,no matches
28800,1,no matches
28800,2,no matches
28830,0,no matches
28830,1,no matches
28830,2,no matches
28860,0,no matches
28860,1,no matches
28860,2,no matches
28890,0,no matches
28890,1,no matches
28890,2,no matches
28920,0,2 scrap.png killed 1 pred.png
28920,1,no matches
28920,2,no matches
28950,0,2 scrap.png killed 1 pred.png
28950,1,1 kenny.png killed 2 envoy.png
28950,2,no matches
28980,0,2 scrap.png killed 1 pred.png
28980,1,no matches
28980,2,no matches
29010,0,no matches
29010,1,no matches
29010,2,no matches
29040,0,no matches
29040,1,no matches
29040,2,no matches
29070,0,no matches
29070,1,no matches
29070,2,no matches
29100,0,no matches
29100,1,no matches
29100,2,no matches
29130,0,no matches
29130,1,no matches
29130,2,no matches
29160,0,no matches
29160,1,no matches
29160,2,no matches
29190,0,no matches
29190,1,no matches
29190,2,no matches
29220,0,no matches
29220,1,no matches
29220,2,no matches
29250,0,no matches
29250,1,no matches
29250,2,no matches
29280,0,2 scrap.png killed 1 kenny.png
29280,1,1 kenny.png killed 2 hydra.png
29280,2,no matches
29310,0,2 scrap.png killed 1 kenny.png
29310,1,1 kenny.png killed 2 hydra.png
29310,2,no matches
29340,0,2 scrap.png killed 1 kenny.png
29340,1,1 kenny.png killed 2 hydra.png
29340,2,no matches
29370,0,2 scrap.png killed 1 kenny.png
29370,1,1 kenny.png killed 2 hydra.png
29370,2,no matches
29400,0,2 scrap.png killed 1 kenny.png
29400,1,no matches
29400,2,no matches
29430,0,2 ghosty.png killed 1 shotzzy.png
29430,1,2 scrap.png killed 1 kenny.png
29430,2,no matches
29460,0,2 ghosty.png killed 1 shotzzy.png
29460,1,2 scrap.png killed 1 kenny.png
29460,2,no matches
29490,0,2 ghosty.png killed 1 shotzzy.png
29490,1,2 scrap.png killed 1 kenny.png
29490,2,no matches
29520,0,2 ghosty.png killed 1 shotzzy.png
29520,1,2 scrap.png killed 1 kenny.png
29520,2,no matches
29550,0,no matches
29550,1,no matches
29550,2,no matches
29580,0,2 envoy.png killed 1 dashy.png
29580,1,no matches
29580,2,no matches
29610,0,no matches
29610,1,no matches
29610,2,no matches
29640,0,2 envoy.png killed 1 dashy.png
29640,1,2 ghosty.png killed 1 shotzzy.png
29640,2,no matches
29670,0,2 envoy.png killed 1 dashy.png
29670,1,2 ghosty.png killed 1 shotzzy.png
29670,2,no matches
29700,0,no matches
29700,1,no matches
29700,2,no matches
29730,0,1 pred.png killed 2 scrap.png
29730,1,2 envoy.png killed 1 dashy.png
29730,2,no matches
29760,0,1 pred.png killed 2 scrap.png
29760,1,2 envoy.png killed 1 dashy.png
29760,2,no matches
29790,0,1 pred.png killed 2 scrap.png
29790,1,2 envoy.png killed 1 dashy.png
29790,2,no matches
29820,0,1 pred.png killed 2 scrap.png
29820,1,2 envoy.png killed 1 dashy.png
29820,2,no matches
29850,0,no matches
29850,1,no matches
29850,2,no matches
29880,0,no matches
29880,1,no matches
29880,2,no matches
29910,0,no matches
29910,1,no matches
29910,2,no matches
29940,0,no matches
29940,1,no matches
29940,2,no matches
29970,0,no matches
29970,1,no matches
29970,2,no matches
30000,0,2 hydra.png killed 1 kenny.png
30000,1,no matches
30000,2,no matches
30030,0,2 hydra.png killed 1 kenny.png
30030,1,no matches
30030,2,no matches
30060,0,2 hydra.png killed 1 kenny.png
30060,1,no matches
30060,2,no matches
30090,0,no matches
30090,1,2 hydra.png killed 1 kenny.png
30090,2,no matches
30120,0,1 pred.png killed 2 envoy.png
30120,1,2 hydra.png killed 1 kenny.png
30120,2,no matches
30150,0,1 pred.png killed 2 envoy.png
30150,1,no matches
30150,2,no matches
30180,0,1 pred.png killed 2 envoy.png
30180,1,no matches
30180,2,no matches
30210,0,2 scrap.png killed 1 pred.png
30210,1,1 pred.png killed 2 envoy.png
30210,2,no matches
30240,0,no matches
30240,1,1 pred.png killed 2 envoy.png
30240,2,no matches
30270,0,no matches
30270,1,no matches
30270,2,no matches
30300,0,2 ghosty.png killed 1 shotzzy.png
30300,1,1 dashy.png killed 2 hydra.png
30300,2,no matches
30330,0,2 ghosty.png killed 1 shotzzy.png
30330,1,1 dashy.png killed 2 hydra.png
30330,2,no matches
30360,0,2 ghosty.png killed 1 shotzzy.png
30360,1,1 dashy.png killed 2 hydra.png
30360,2,no matches
30390,0,2 ghosty.png killed 1 dashy.png
30390,1,2 ghosty.png killed 1 shotzzy.png
30390,2,no matches
30420,0,2 ghosty.png killed 1 dashy.png
30420,1,2 ghosty.png killed 1 shotzzy.png
30420,2,no matches
30450,0,2 ghosty.png killed 1 dashy.png
30450,1,2 ghosty.png killed 1 shotzzy.png
30450,2,no matches
30480,0,2 ghosty.png killed 1 dashy.png
30480,1,2 ghosty.png killed 1 shotzzy.png
30480,2,no matches
30510,0,2 ghosty.png killed 1 dashy.png
30510,1,2 ghosty.png killed 1 shotzzy.png
30510,2,no matches
30540,0,2 ghosty.png killed 1 dashy.png
30540,1,no matches
30540,2,no matches
30570,0,2 ghosty.png killed 1 dashy.png
30570,1,no matches
30570,2,no matches
30600,0,2 ghosty.png killed 1 dashy.png
30600,1,no matches
30600,2,no matches
30630,0,no matches
30630,1,no matches
30630,2,no matches
30660,0,no matches
30660,1,no matches
30660,2,no matches
30690,0,no matches
30690,1,no matches
30690,2,no matches
30720,0,no matches
30720,1,no matches
30720,2,no matches
30750,0,no matches
30750,1,no matches
30750,2,no matches
30780,0,no matches
30780,1,no matches
30780,2,no matches
30810,0,no matches
30810,1,no matches
30810,2,no matches
30840,0,1 pred.png killed 2 ghosty.png
30840,1,no matches
30840,2,no matches
30870,0,1 pred.png killed 2 ghosty.png
30870,1,no matches
30870,2,no matches
30900,0,1 pred.png killed 2 ghosty.png
30900,1,no matches
30900,2,no matches
